OBJECT_NAME,OBJECT_ID,OBJECT_TYPE,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,WEATHER,BRIGHTEST,EARTH_RESOURCES,NAVIGATION,SCIENTIFIC,MISCELLANEOUS,COMMUNICATION,active geosynchronous,constellations,active_geosynchronous
ICEYE-X6,2020-068M,Sattelite,2026-02-22T21:44:13.323264,15.03752915,0.0008579,98.0933,42.2116,109.1476,251.0678,0,U,46497,999,29605,0.00043242953,5.875e-05,0.0,False,False,False,False,False,False,False,False,satnogs,
NETSAT-4,2020-068U,Sattelite,2026-02-22T18:37:54.667488,15.39691958,0.00069164,97.8648,53.1698,30.6551,329.5096,0,U,46504,999,29814,0.00055162951,0.00021749,0.0,False,False,False,False,False,cubestats,False,False,satnogs,
NETSAT-3,2020-068V,Sattelite,2026-02-22T22:46:21.586944,15.38345344,0.00072464,97.8678,51.739,44.3439,315.8384,0,U,46505,999,29809,0.00060657235,0.00022899,0.0,False,False,False,False,False,cubestats,False,False,satnogs,
NETSAT-1,2020-068W,Sattelite,2026-02-22T22:06:32.137920,15.31485019,0.00075165,97.8741,47.298,59.8825,300.3159,0,U,46506,999,29779,0.00058236581,0.00017659,0.0,False,False,False,False,False,cubestats,False,False,satnogs,
NETSAT-2,2020-068X,Sattelite,2026-02-22T22:26:55.590432,15.40751273,0.00065686,97.8657,52.9161,59.1195,301.0695,0,U,46507,999,29811,0.00064048444,0.00026177,0.0,False,False,False,False,False,cubestats,False,False,satnogs,
STARLINK-1648,2020-070B,Sattelite,2026-02-22T22:00:01.999584,15.81773156,0.00067879,53.0464,200.6737,222.9705,54.209,0,U,46533,999,602,0.0008120417,0.00169939,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1663,2020-070D,Sattelite,2026-02-22T19:37:26.687136,15.61328037,0.00055422,53.0456,208.1564,137.3995,222.7448,0,U,46535,999,29775,0.0016286885,0.00143163,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1672,2020-070F,Sattelite,2026-02-22T17:01:22.968768,15.50491688,0.00027098,53.0492,210.8182,57.8094,302.3176,0,U,46537,999,29771,0.00088432292,0.00051172,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1678,2020-070G,Sattelite,2026-02-22T18:46:04.933920,15.61115833,0.00022506,53.0452,184.5519,176.5833,183.5195,0,U,46538,999,29808,0.0010065779,0.00086903,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1687,2020-070K,Sattelite,2026-02-22T22:00:01.999584,15.98803016,0.0011173,53.0353,167.2172,332.7936,89.1401,0,U,46541,999,604,0.0016252655,0.00797792,0.00030111465,False,False,False,False,False,False,False,False,starlink,
STARLINK-1664,2020-070X,Sattelite,2026-02-22T17:04:55.606944,15.36200557,0.00040534,53.0508,203.382,179.1869,180.9141,0,U,46553,999,29781,0.0015282142,0.0005472,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1676,2020-070AA,Sattelite,2026-02-22T20:40:28.837632,15.4811211,0.00041013,53.0468,216.1923,143.3169,216.812,0,U,46556,999,29765,0.0014702125,0.00078787,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1679,2020-070AB,Sattelite,2026-02-22T19:35:10.491360,15.54375735,0.00080496,53.0498,196.2135,176.399,183.7079,0,U,46557,999,29792,0.0012545951,0.00084208,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1680,2020-070AC,Sattelite,2026-02-22T22:00:01.999584,15.71931592,0.00048875,53.0471,183.005,303.4857,87.3151,0,U,46558,999,594,0.0010682037,0.00143987,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1681,2020-070AD,Sattelite,2026-02-22T22:00:01.999584,15.7268349,0.00087362,53.0487,147.9518,306.7592,152.6424,0,U,46559,999,594,0.00031269414,0.0004262,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1714,2020-070AG,Sattelite,2026-02-22T18:17:39.242400,15.47364715,0.00063394,53.0466,187.7383,178.4581,181.6447,0,U,46562,999,29804,0.0026040016,0.00137374,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1730,2020-070AH,Sattelite,2026-02-22T16:27:25.517664,15.41274884,0.00028555,53.0324,193.6253,211.3298,148.7536,0,U,46563,999,29795,0.0018057882,0.00076667,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1733,2020-070AJ,Sattelite,2026-02-22T22:00:01.999584,15.70094984,0.00025483,53.0434,180.6504,199.8482,339.99,0,U,46564,999,593,0.00047813184,0.00058696,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1735,2020-070AK,Sattelite,2026-02-22T18:08:26.856960,15.57592865,0.0009168,53.044,191.6136,153.9538,206.1936,0,U,46565,999,29798,0.0014632592,0.00111183,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1741,2020-070AM,Sattelite,2026-02-22T22:00:01.999584,15.58991637,0.00069434,53.0429,189.8819,148.7332,76.303,0,U,46567,999,598,0.0013094778,0.00104681,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1531,2020-070AS,Sattelite,2026-02-22T19:32:30.774048,15.58742105,0.00126507,53.0573,212.1096,186.1088,173.9771,0,U,46572,999,29770,0.0015273639,0.00121583,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1677,2020-070AW,Sattelite,2026-02-22T19:58:14.143296,15.56110471,0.00059488,53.0415,196.8429,149.0253,211.1109,0,U,46576,999,29792,0.0010138691,0.00072308,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1683,2020-070AY,Sattelite,2026-02-22T22:00:01.999584,15.75294144,0.00076729,53.012,145.4282,312.8514,160.477,0,U,46578,999,594,0.00057532027,0.00088848,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1712,2020-070BB,Sattelite,2026-02-22T22:00:01.999584,15.88201263,0.00067267,53.0337,156.0421,281.6871,321.3044,0,U,46581,999,477,0.0012724905,0.00371773,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1728,2020-070BC,Sattelite,2026-02-22T17:02:07.699776,15.4931905,0.00070748,53.0443,197.4019,151.2608,208.879,0,U,46582,999,29790,0.0018271808,0.00102643,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1736,2020-070BF,Sattelite,2026-02-22T22:00:01.999584,15.63162818,0.00033611,53.0433,188.499,145.2569,181.4639,0,U,46585,999,592,0.0013522829,0.00127287,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1746,2020-070BJ,Sattelite,2026-02-22T22:00:01.999584,15.68493417,0.00033775,53.0422,188.1011,142.978,193.647,0,U,46588,999,598,0.00051911711,0.00059683,0.0,False,False,False,False,False,False,False,False,starlink,
GAOFEN-13 01,2020-071A,Sattelite,2026-02-22T21:49:47.382816,1.0026906,0.00431924,0.2238,85.8922,119.1426,33.4601,0,U,46610,999,1977,0.0,-3.6e-06,0.0,False,False,False,False,False,False,False,False,False,geo_protected_zone_plus
STARLINK-1716,2020-073C,Sattelite,2026-02-22T21:34:16.100544,15.59859806,0.00017777,53.0467,273.4167,256.5127,103.5687,0,U,46672,999,29539,0.0014811021,0.00122621,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1718,2020-073E,Sattelite,2026-02-22T21:33:45.778464,15.51815349,0.00034763,53.0525,299.3095,158.8938,201.2215,0,U,46674,999,29502,0.0014048985,0.00085908,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1775,2020-073M,Sattelite,2026-02-22T22:00:01.999584,15.72427263,0.00062495,53.0461,284.0098,106.5519,347.5279,0,U,46681,999,600,0.00041647109,0.00056383,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1781,2020-073R,Sattelite,2026-02-22T23:17:27.591072,15.52222152,0.00023722,53.0546,314.3214,146.6566,213.4593,0,U,46685,999,29481,0.0011777843,0.00072879,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1784,2020-073T,Sattelite,2026-02-22T20:00:39.782592,15.57599152,0.00060882,53.047,259.0515,176.0745,184.0315,0,U,46687,999,29558,0.0013818772,0.0010481,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1788,2020-073V,Sattelite,2026-02-22T21:31:32.155680,15.58009769,0.00052394,53.0453,290.5787,89.6067,270.5544,0,U,46689,999,29639,0.0013800867,0.00106303,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1789,2020-073W,Sattelite,2026-02-23T00:57:40.212864,16.22688073,0.0008553,53.0269,236.8883,267.9393,92.0666,0,U,46690,999,29590,0.0013099,0.03247396,1.1883e-05,False,False,False,False,False,False,False,False,False,
STARLINK-1790,2020-073X,Sattelite,2026-02-22T21:06:45.502848,15.68801324,0.00088755,53.0452,271.8787,119.4312,240.7591,0,U,46691,999,29540,0.0010050167,0.00118614,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1795,2020-073AC,Sattelite,2026-02-22T19:36:37.395936,15.62961853,0.00044038,53.0425,253.8607,113.9818,246.1657,0,U,46696,999,29565,0.0015626544,0.00146385,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1797,2020-073AE,Sattelite,2026-02-22T22:00:01.999584,15.51143467,0.00036793,53.047,280.0388,71.7451,77.681,0,U,46698,999,589,0.01877378,0.01227097,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1799,2020-073AF,Sattelite,2026-02-22T22:00:01.999584,15.71426977,0.0010188,53.0466,268.8581,157.567,178.4484,0,U,46699,999,588,0.00065388987,0.00085629,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1800,2020-073AG,Sattelite,2026-02-22T22:00:01.999584,15.74191011,0.00036109,53.0415,283.1398,171.7486,143.1049,0,U,46700,999,592,0.00028599865,0.00041481,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1801,2020-073AH,Sattelite,2026-02-22T21:17:27.373632,15.67536588,0.00109095,53.0471,271.1039,147.9814,212.1866,0,U,46701,999,29542,0.00097101672,0.00108767,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1802,2020-073AJ,Sattelite,2026-02-22T22:44:15.186336,15.30018339,0.00012801,53.156,285.535,74.7922,285.3221,0,U,46702,999,29522,0.0048617038,0.0014566,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1805,2020-073AM,Sattelite,2026-02-22T22:28:20.916480,15.48736166,0.00043443,53.0538,314.3966,136.8268,223.3081,0,U,46705,999,29481,0.0011376921,0.00062084,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1807,2020-073AN,Sattelite,2026-02-22T22:43:54.423552,15.21995881,0.00069178,53.0538,296.2512,121.9778,238.1891,0,U,46706,999,29507,0.0021873261,0.00050623,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1810,2020-073AR,Sattelite,2026-02-22T22:46:47.228736,15.44211159,0.00073374,53.0507,302.2146,115.121,245.0557,0,U,46709,999,29498,0.00097801902,0.00045494,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1814,2020-073AU,Sattelite,2026-02-22T22:00:01.999584,15.84833128,0.00030779,53.0403,259.9575,250.8766,188.5653,0,U,46712,999,591,0.0012566995,0.0030894,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1815,2020-073AV,Sattelite,2026-02-22T21:41:47.299488,15.65069775,9.774e-05,53.0461,275.0091,191.9974,168.1018,0,U,46713,999,29536,0.00094357207,0.00095223,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1816,2020-073AW,Sattelite,2026-02-22T22:00:01.999584,15.69521503,0.00068108,53.0436,271.9138,114.4603,78.4578,0,U,46714,999,599,0.00045669652,0.00054738,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1817,2020-073AX,Sattelite,2026-02-22T21:34:28.079904,15.57570889,0.00071183,53.0517,289.2894,152.965,207.1733,0,U,46715,999,29516,0.0013598645,0.00103028,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1820,2020-073AZ,Sattelite,2026-02-22T22:00:01.999584,15.80207901,0.00043063,53.043,236.9485,195.6093,173.1743,0,U,46717,999,590,0.0010889276,0.00213096,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1821,2020-073BA,Sattelite,2026-02-22T23:11:58.562592,15.35657453,0.00075736,53.0496,295.8209,108.5842,251.5983,0,U,46718,999,29508,0.0016395006,0.00057772,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1826,2020-073BF,Sattelite,2026-02-21T23:26:23.508672,15.56078933,0.00112796,53.0503,256.7499,142.8227,217.3566,0,U,46723,999,29554,0.00068459609,0.00048555,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1828,2020-073BH,Sattelite,2026-02-22T23:18:54.787680,15.48438594,0.0008961,53.0549,307.1046,120.0675,240.1222,0,U,46725,999,29492,0.0012723602,0.00068899,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1830,2020-073BK,Sattelite,2026-02-22T19:46:23.289024,15.51622336,0.00037303,53.0456,255.0871,115.9234,244.2159,0,U,46727,999,29564,0.0014856784,0.000903,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1848,2020-074B,Sattelite,2026-02-22T22:32:03.006816,16.02300324,0.00070264,53.0367,327.4904,129.4867,230.6786,0,U,46740,999,29529,0.0013719011,0.00820244,0.00033684649,False,False,False,False,False,False,False,False,starlink,
STARLINK-1892,2020-074E,Sattelite,2026-02-22T22:00:01.999584,15.47275757,0.00063029,53.0487,4.2833,43.1408,86.8443,0,U,46743,999,573,0.0027510513,0.00144846,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1894,2020-074F,Sattelite,2026-02-22T22:00:01.999584,15.7498526,8.751e-05,53.0467,351.6302,57.0523,196.7246,0,U,46744,999,582,0.00081852049,0.00125322,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1905,2020-074H,Sattelite,2026-02-22T22:00:01.999584,15.58902133,0.00024476,53.0483,355.7336,31.5305,270.3587,0,U,46746,999,586,0.0010280627,0.00081491,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1911,2020-074L,Sattelite,2026-02-22T22:00:01.999584,15.68054298,0.0003063,53.0544,351.4863,46.0524,238.4104,0,U,46749,999,588,0.00085043447,0.0009682,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1922,2020-074Q,Sattelite,2026-02-22T22:00:01.999584,15.59647549,0.00044381,53.0485,355.9056,7.0818,6.921,0,U,46753,999,597,0.0010766897,0.00087923,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1928,2020-074V,Sattelite,2026-02-22T22:00:01.999584,15.63687661,0.00046197,53.0473,357.171,16.1239,113.3806,0,U,46758,999,592,0.0011736318,0.00112524,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1832,2020-074AT,Sattelite,2026-02-22T22:00:01.999584,15.7149782,0.00078754,53.0512,341.0288,79.349,12.0462,0,U,46780,999,583,0.00084417918,0.00111268,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1835,2020-074AV,Sattelite,2026-02-22T20:32:25.472832,15.55259771,0.00059806,53.0485,346.7279,345.0908,14.9925,0,U,46782,999,29502,0.00087772206,0.00060498,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1882,2020-074AX,Sattelite,2026-02-22T02:56:09.832992,15.57481967,0.00096348,53.0561,350.6247,72.2066,287.9996,0,U,46784,999,29490,0.0018171525,0.00138105,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1893,2020-074AZ,Sattelite,2026-02-22T22:38:52.734624,15.4563339,0.00043085,53.0532,334.643,35.2803,324.8488,0,U,46786,999,29520,0.0016727148,0.0008235,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1931,2020-074BD,Sattelite,2026-02-22T20:32:58.169184,15.60632281,0.00035549,53.0466,355.773,7.3018,352.8045,0,U,46790,999,29489,0.001777736,0.00152294,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1934,2020-074BF,Sattelite,2026-02-22T22:00:01.999584,15.73351712,0.00053456,53.0463,340.3016,69.0831,108.488,0,U,46792,999,589,0.00051836275,0.00073304,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1942,2020-074BH,Sattelite,2026-02-22T14:17:26.041056,15.4410874,0.0004626,53.0488,6.1568,358.6495,1.4497,0,U,46794,999,29473,0.0016171,0.00075488,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1944,2020-074BK,Sattelite,2026-02-22T22:55:37.571808,15.61090365,6.601e-05,53.0487,342.9868,22.7719,337.3323,0,U,46796,999,29508,0.0011046318,0.00095422,0.0,False,False,False,False,False,False,False,False,starlink,
COSMOS 2547 [GLONASS-K],2020-075A,Sattelite,2026-02-21T12:08:21.442272,2.13100268,0.0006485,64.6001,196.3327,228.8471,131.0708,0,U,46805,999,4144,0.0,7.1e-07,0.0,False,False,sarsat,glonass_operational,False,False,False,False,False,
YAOGAN-30 08A,2020-076A,Sattelite,2026-02-22T22:46:09.133248,15.02031139,8.146e-05,34.9943,67.2087,256.0072,104.0546,0,U,46807,999,29092,0.00027439077,3.644e-05,0.0,False,False,False,False,False,False,False,False,False,
YAOGAN-30 08B,2020-076B,Sattelite,2026-02-22T11:01:01.832736,15.0209329,8.77e-05,34.9948,69.915,73.7808,286.2997,0,U,46808,999,29096,0.00026497,3.524e-05,0.0,False,False,False,False,False,False,False,False,False,
YAOGAN-30 08C,2020-076C,Sattelite,2026-02-22T12:07:02.030304,15.02012517,0.000623,34.9961,69.5253,155.3981,204.7025,0,U,46809,999,29088,0.00025071,3.327e-05,0.0,False,False,False,False,False,False,False,False,False,
TIANQI-6,2020-076D,Sattelite,2026-02-22T23:20:32.398944,15.06245336,0.00117342,35.0004,28.9858,245.6406,114.3079,0,U,46810,999,29134,0.00035333363,5.274e-05,0.0,False,False,False,False,False,False,False,False,satnogs,
CE-SAT IIB,2020-077F,Sattelite,2026-02-22T23:24:27.921888,15.76635907,0.00032582,97.2166,130.4442,201.6772,158.4357,0,U,46818,999,29717,0.0003708406,0.00059199,0.0,False,False,False,False,False,False,False,False,False,
NAVSTAR 80 (USA 309),2020-078A,Sattelite,2026-02-22T19:56:28.606560,2.00565421,0.00678078,54.0044,215.4138,204.0259,325.9043,0,U,46826,999,3921,0.0,7.6e-07,0.0,False,False,sarsat,gps_operational,False,False,False,False,False,
RISAT-2BR2,2020-081A,Sattelite,2026-02-22T19:52:22.367424,15.01453708,0.00127796,36.8978,183.1735,293.5171,66.4228,0,U,46905,999,29027,0.00032002938,4.144e-05,0.0,False,False,False,False,False,False,False,False,False,
KSM1-C,2020-081B,Sattelite,2026-02-22T23:09:13.601664,15.24544516,0.00036867,36.8953,43.0223,301.8137,58.2253,0,U,46906,999,29171,0.00059412956,0.00014904,0.0,False,False,False,False,False,False,False,False,satnogs,
KSM1-D,2020-081C,Sattelite,2026-02-22T22:57:51.794208,15.22823242,0.00039964,36.8968,50.0396,331.1031,28.9496,0,U,46907,999,29166,0.00044510863,0.00010574,0.0,False,False,False,False,False,False,False,False,satnogs,
KSM1-A,2020-081H,Sattelite,2026-02-22T23:30:37.399392,15.23899618,7.923e-05,36.8972,44.5304,203.1385,156.9328,0,U,46912,999,29173,0.00054156472,0.00013311,0.0,False,False,False,False,False,False,False,False,satnogs,
R2,2020-081J,Sattelite,2026-02-22T01:09:05.041728,15.23451448,0.00054989,36.8991,49.7085,7.9788,352.1047,0,U,46913,999,29440,0.00036157357,8.733e-05,0.0,False,False,False,False,False,False,False,False,satnogs,
KSM1-B,2020-081K,Sattelite,2026-02-22T10:06:15.721056,15.22637783,0.0004281,36.902,53.674,3.3791,356.6985,0,U,46914,999,29467,0.00038271,9.026e-05,0.0,False,False,False,False,False,False,False,False,satnogs,
TIANTONG-1 2,2020-082A,Sattelite,2026-02-22T21:51:39.703680,1.00269722,0.0003685,0.9678,313.856,20.9556,270.8553,0,U,46916,999,1950,0.0,-3.52e-06,0.0,False,False,False,False,False,False,False,False,False,geo_protected_zone_plus
DRAGRACER 2 (AUGURY),2020-085AC,Sattelite,2026-02-22T00:42:06.312672,15.63055171,0.00052192,97.5842,240.1317,340.8617,19.2444,0,U,46955,999,29383,0.00030499606,0.00027651,0.0,False,False,False,False,False,False,False,False,False,
SENTINEL-6A,2020-086A,Sattelite,2026-02-22T22:31:25.827168,12.80929444,0.00078609,66.0435,12.3475,270.818,89.1934,0,U,46984,999,24569,-1.0696126e-05,-6.3e-07,0.0,False,False,False,False,False,False,False,False,False,
STARLINK-1777,2020-088A,Sattelite,2026-02-22T22:00:01.999584,15.49047138,0.00011394,53.0557,354.596,113.9224,33.3109,0,U,47122,999,594,0.0007326057,0.00040135,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1812,2020-088E,Sattelite,2026-02-22T14:17:50.616672,15.13956931,0.0003039,53.08,8.2224,82.8007,277.3331,0,U,47126,999,28958,0.002028,0.00037096,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1843,2020-088M,Sattelite,2026-02-22T22:00:01.999584,15.79338349,8.167e-05,53.0527,317.6138,42.5057,21.3446,0,U,47133,999,602,0.00089004795,0.00166299,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-1845,2020-088P,Sattelite,2026-02-22T05:22:59.489760,15.51600993,0.00016354,53.0556,351.923,111.0314,249.0869,0,U,47135,999,28977,0.00080652518,0.00048502,0.0,False,False,False,False,False,False,False,False,starlink,
